ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000463294,"mean: 0.159326, var: 0.000825","mean: 0.578564, var: 0.003730","mean: 0.477051, var: 0.001435","mean: 0.282788, var: 0.014984","mean: 0.119128, var: 0.000955","mean: 0.337061, var: 0.000958","mean: 0.027701, var: 0.000641","mean: 0.165674, var: 0.000343","mean: 0.200415, var: 0.001312","mean: 0.244458, var: 0.001122","mean: 0.125079, var: 0.007154",3.2632128295839813,High
ENSP00000454778,"mean: 0.272241, var: 0.009930","mean: 0.570996, var: 0.002999","mean: 0.484424, var: 0.003805","mean: 0.150113, var: 0.006358","mean: 0.274072, var: 0.004543","mean: 0.348242, var: 0.006626","mean: 0.008470, var: 0.000082","mean: 0.303613, var: 0.010344","mean: 0.257959, var: 0.002296","mean: 0.211426, var: 0.000863","mean: 0.088571, var: 0.003299",3.327112810738744,High
ENSP00000451361,"mean: 0.330811, var: 0.019683","mean: 0.396387, var: 0.005727","mean: 0.702051, var: 0.011222","mean: 0.037085, var: 0.001123","mean: 0.240466, var: 0.018918","mean: 0.469385, var: 0.016294","mean: 0.006024, var: 0.000046","mean: 0.099243, var: 0.001518","mean: 0.146240, var: 0.001519","mean: 0.072775, var: 0.001871","mean: 0.153049, var: 0.024971",2.8201779312723643,High
ENSP00000399432,"mean: 0.123767, var: 0.000688","mean: 0.565967, var: 0.002513","mean: 0.467920, var: 0.003092","mean: 0.102234, var: 0.003898","mean: 0.129993, var: 0.000492","mean: 0.296899, var: 0.011880","mean: 0.018297, var: 0.000323","mean: 0.148779, var: 0.001149","mean: 0.086981, var: 0.000719","mean: 0.127185, var: 0.001655","mean: 0.085463, var: 0.003986",2.836594500951459,High
ENSP00000487797,"mean: 0.145337, var: 0.000580","mean: 0.621582, var: 0.003818","mean: 0.595996, var: 0.003787","mean: 0.055762, var: 0.000947","mean: 0.131628, var: 0.000409","mean: 0.213159, var: 0.004966","mean: 0.038925, var: 0.001047","mean: 0.146191, var: 0.002181","mean: 0.169385, var: 0.001659","mean: 0.203418, var: 0.003850","mean: 0.125323, var: 0.005724",2.934103063561513,High
ENSP00000451544,"mean: 0.219727, var: 0.001000","mean: 0.513330, var: 0.000966","mean: 0.271851, var: 0.002463","mean: 0.160950, var: 0.005012","mean: 0.085291, var: 0.000507","mean: 0.407568, var: 0.017257","mean: 0.215137, var: 0.010641","mean: 0.152942, var: 0.000890","mean: 0.306006, var: 0.002157","mean: 0.370166, var: 0.009332","mean: 0.094611, var: 0.012743",3.470184097091409,High
ENSP00000402732,"mean: 0.692773, var: 0.004779","mean: 0.103821, var: 0.000016","mean: 0.117310, var: 0.000426","mean: 0.107043, var: 0.002528","mean: 0.390186, var: 0.007714","mean: 0.132849, var: 0.001610","mean: 0.030872, var: 0.000499","mean: 0.403906, var: 0.006411","mean: 0.387207, var: 0.009657","mean: 0.288818, var: 0.001727","mean: 0.020937, var: 0.000545",2.8959712257862615,High
ENSP00000482082,"mean: 0.130713, var: 0.000179","mean: 0.531934, var: 0.004428","mean: 0.488672, var: 0.004560","mean: 0.471289, var: 0.005882","mean: 0.075604, var: 0.000444","mean: 0.343945, var: 0.000397","mean: 0.118756, var: 0.004430","mean: 0.153345, var: 0.000981","mean: 0.179810, var: 0.003008","mean: 0.234253, var: 0.000644","mean: 0.093250, var: 0.003829",3.278826444592088,High
ENSP00000436674,"mean: 0.690137, var: 0.003919","mean: 0.085388, var: 0.000077","mean: 0.104211, var: 0.000189","mean: 0.128967, var: 0.005299","mean: 0.384717, var: 0.009886","mean: 0.198242, var: 0.003721","mean: 0.037528, var: 0.000690","mean: 0.441455, var: 0.006301","mean: 0.391602, var: 0.023040","mean: 0.294751, var: 0.002146","mean: 0.020002, var: 0.000445",2.943776800517667,High
ENSP00000418261,"mean: 0.275928, var: 0.001590","mean: 0.423535, var: 0.005854","mean: 0.188647, var: 0.000756","mean: 0.160535, var: 0.007188","mean: 0.073932, var: 0.000171","mean: 0.734570, var: 0.008632","mean: 0.318237, var: 0.024531","mean: 0.201917, var: 0.004961","mean: 0.145837, var: 0.002443","mean: 0.111139, var: 0.002456","mean: 0.332935, var: 0.043318",3.3251340471270416,High
ENSP00000431853,"mean: 0.190796, var: 0.000814","mean: 0.559619, var: 0.001881","mean: 0.554395, var: 0.006218","mean: 0.068024, var: 0.001556","mean: 0.125549, var: 0.000938","mean: 0.327295, var: 0.001508","mean: 0.076553, var: 0.003348","mean: 0.131372, var: 0.000027","mean: 0.212012, var: 0.002465","mean: 0.213965, var: 0.005440","mean: 0.410522, var: 0.014027",3.264510490376413,High
ENSP00000429362,"mean: 0.267065, var: 0.001318","mean: 0.408301, var: 0.003217","mean: 0.429932, var: 0.001585","mean: 0.270044, var: 0.001011","mean: 0.157935, var: 0.000567","mean: 0.324951, var: 0.005242","mean: 0.100977, var: 0.003888","mean: 0.282129, var: 0.003922","mean: 0.283032, var: 0.008074","mean: 0.318945, var: 0.007105","mean: 0.308203, var: 0.008379",3.764529685861332,High
ENSP00000498027,"mean: 0.185645, var: 0.000662","mean: 0.467090, var: 0.008304","mean: 0.616895, var: 0.001193","mean: 0.105174, var: 0.010130","mean: 0.113867, var: 0.001750","mean: 0.475342, var: 0.014023","mean: 0.087680, var: 0.001488","mean: 0.158716, var: 0.002290","mean: 0.103387, var: 0.001705","mean: 0.183270, var: 0.007500","mean: 0.036261, var: 0.002392",2.9753814613031073,High
ENSP00000462831,"mean: 0.264868, var: 0.001317","mean: 0.581055, var: 0.002198","mean: 0.449756, var: 0.001660","mean: 0.077982, var: 0.002336","mean: 0.332959, var: 0.003866","mean: 0.308838, var: 0.002199","mean: 0.026643, var: 0.000362","mean: 0.117078, var: 0.001521","mean: 0.134265, var: 0.001565","mean: 0.145959, var: 0.001474","mean: 0.103857, var: 0.002586",3.0881111485615618,High
ENSP00000431058,"mean: 0.361670, var: 0.007398","mean: 0.371143, var: 0.001432","mean: 0.446826, var: 0.008570","mean: 0.112805, var: 0.003959","mean: 0.332446, var: 0.013232","mean: 0.202075, var: 0.001967","mean: 0.002148, var: 0.000004","mean: 0.117047, var: 0.001758","mean: 0.257874, var: 0.009610","mean: 0.189380, var: 0.009290","mean: 0.008574, var: 0.000123",3.000763368657829,High
ENSP00000504761,"mean: 0.574316, var: 0.010043","mean: 0.223340, var: 0.000730","mean: 0.204028, var: 0.000094","mean: 0.317407, var: 0.023584","mean: 0.268750, var: 0.000327","mean: 0.261865, var: 0.007198","mean: 0.012458, var: 0.000175","mean: 0.607080, var: 0.014796","mean: 0.359863, var: 0.012963","mean: 0.519482, var: 0.008881","mean: 0.098654, var: 0.001808",3.3399916484398013,High
ENSP00000474618,"mean: 0.156299, var: 0.000954","mean: 0.476611, var: 0.004123","mean: 0.595996, var: 0.002724","mean: 0.350464, var: 0.012541","mean: 0.143604, var: 0.000344","mean: 0.322803, var: 0.010535","mean: 0.025562, var: 0.000769","mean: 0.184814, var: 0.002804","mean: 0.134119, var: 0.000209","mean: 0.274341, var: 0.003534","mean: 0.165424, var: 0.007287",3.2905549385816313,High
ENSP00000464988,"mean: 0.148901, var: 0.001443","mean: 0.479590, var: 0.001267","mean: 0.626465, var: 0.001416","mean: 0.173499, var: 0.002970","mean: 0.158569, var: 0.000244","mean: 0.231494, var: 0.003925","mean: 0.088663, var: 0.001719","mean: 0.196436, var: 0.008112","mean: 0.113788, var: 0.002196","mean: 0.144080, var: 0.002732","mean: 0.124062, var: 0.017529",3.1834683799281334,High
ENSP00000446554,"mean: 0.535791, var: 0.003923","mean: 0.572363, var: 0.003091","mean: 0.351562, var: 0.001432","mean: 0.098047, var: 0.002330","mean: 0.463232, var: 0.008239","mean: 0.285620, var: 0.001744","mean: 0.071954, var: 0.001460","mean: 0.264404, var: 0.004430","mean: 0.353833, var: 0.004121","mean: 0.248169, var: 0.004968","mean: 0.036761, var: 0.001792",3.339287349089457,High
ENSP00000439818,"mean: 0.373486, var: 0.002551","mean: 0.392041, var: 0.005694","mean: 0.256543, var: 0.005791","mean: 0.235242, var: 0.012800","mean: 0.184644, var: 0.001280","mean: 0.410010, var: 0.003254","mean: 0.183490, var: 0.011151","mean: 0.480762, var: 0.006668","mean: 0.155872, var: 0.001721","mean: 0.233618, var: 0.005706","mean: 0.248749, var: 0.037936",3.7405940542030285,High
ENSP00000428129,"mean: 0.185449, var: 0.004093","mean: 0.474170, var: 0.005402","mean: 0.505713, var: 0.003730","mean: 0.522168, var: 0.011645","mean: 0.208582, var: 0.005322","mean: 0.607959, var: 0.008873","mean: 0.023524, var: 0.000475","mean: 0.180444, var: 0.000747","mean: 0.217798, var: 0.005239","mean: 0.328931, var: 0.014554","mean: 0.117145, var: 0.001011",3.3259512587084656,High
ENSP00000420578,"mean: 0.165723, var: 0.001657","mean: 0.481055, var: 0.002418","mean: 0.455127, var: 0.005793","mean: 0.562549, var: 0.003589","mean: 0.166479, var: 0.002503","mean: 0.574902, var: 0.002792","mean: 0.055118, var: 0.002003","mean: 0.246289, var: 0.001420","mean: 0.252515, var: 0.009485","mean: 0.355908, var: 0.008768","mean: 0.222644, var: 0.009689",3.5030320489753763,High
ENSP00000490665,"mean: 0.306055, var: 0.007119","mean: 0.617090, var: 0.004273","mean: 0.464648, var: 0.003447","mean: 0.087402, var: 0.002546","mean: 0.441797, var: 0.018953","mean: 0.238745, var: 0.008064","mean: 0.021072, var: 0.000277","mean: 0.101721, var: 0.000162","mean: 0.214978, var: 0.013315","mean: 0.166565, var: 0.001898","mean: 0.094794, var: 0.004022",3.098468032801485,High
ENSP00000482852,"mean: 0.644043, var: 0.028565","mean: 0.205298, var: 0.000306","mean: 0.124548, var: 0.000491","mean: 0.577881, var: 0.018075","mean: 0.613721, var: 0.033298","mean: 0.110083, var: 0.001708","mean: 0.034592, var: 0.000558","mean: 0.307666, var: 0.016379","mean: 0.354639, var: 0.007952","mean: 0.278442, var: 0.002478","mean: 0.054938, var: 0.000190",3.089365461896925,High
ENSP00000480335,"mean: 0.197559, var: 0.002385","mean: 0.237695, var: 0.001315","mean: 0.231177, var: 0.002140","mean: 0.796680, var: 0.000431","mean: 0.257349, var: 0.004727","mean: 0.168457, var: 0.001142","mean: 0.035007, var: 0.000480","mean: 0.350635, var: 0.004854","mean: 0.193384, var: 0.004613","mean: 0.181274, var: 0.000332","mean: 0.052487, var: 0.000703",3.097722747042915,High
ENSP00000479714,"mean: 0.210327, var: 0.002073","mean: 0.676270, var: 0.003034","mean: 0.473242, var: 0.004853","mean: 0.082245, var: 0.002396","mean: 0.274146, var: 0.002135","mean: 0.325781, var: 0.004109","mean: 0.010230, var: 0.000124","mean: 0.226819, var: 0.005457","mean: 0.145447, var: 0.002215","mean: 0.233618, var: 0.003692","mean: 0.072061, var: 0.002497",3.0651380811228504,High
ENSP00000458835,"mean: 0.843652, var: 0.004112","mean: 0.270728, var: 0.001558","mean: 0.258398, var: 0.000566","mean: 0.105164, var: 0.005406","mean: 0.599756, var: 0.008916","mean: 0.119092, var: 0.001959","mean: 0.004872, var: 0.000024","mean: 0.550342, var: 0.016552","mean: 0.474805, var: 0.018299","mean: 0.689941, var: 0.006184","mean: 0.105060, var: 0.002155",2.844801867284512,High
ENSP00000425484,"mean: 0.349756, var: 0.001563","mean: 0.553906, var: 0.004781","mean: 0.356055, var: 0.001557","mean: 0.088065, var: 0.000976","mean: 0.412451, var: 0.004568","mean: 0.114783, var: 0.002092","mean: 0.066292, var: 0.002455","mean: 0.164526, var: 0.002915","mean: 0.088538, var: 0.001357","mean: 0.216553, var: 0.001971","mean: 0.014246, var: 0.000233",2.9733926910829824,High
ENSP00000363197,"mean: 0.476807, var: 0.009041","mean: 0.182324, var: 0.001058","mean: 0.143469, var: 0.000666","mean: 0.639551, var: 0.002695","mean: 0.253052, var: 0.002758","mean: 0.277319, var: 0.002931","mean: 0.140637, var: 0.001306","mean: 0.454492, var: 0.014005","mean: 0.361768, var: 0.009159","mean: 0.465576, var: 0.001936","mean: 0.212012, var: 0.003475",3.6181880658323418,High
ENSP00000487557,"mean: 0.212646, var: 0.001050","mean: 0.469775, var: 0.004107","mean: 0.447754, var: 0.001873","mean: 0.468066, var: 0.000800","mean: 0.142847, var: 0.001124","mean: 0.372705, var: 0.000539","mean: 0.078210, var: 0.001336","mean: 0.218701, var: 0.002030","mean: 0.229541, var: 0.006181","mean: 0.273438, var: 0.001104","mean: 0.082953, var: 0.004164",3.4756745603814365,High
ENSP00000470495,"mean: 0.472607, var: 0.013236","mean: 0.417334, var: 0.001327","mean: 0.387256, var: 0.005149","mean: 0.134125, var: 0.002995","mean: 0.424414, var: 0.007488","mean: 0.294409, var: 0.016577","mean: 0.003907, var: 0.000016","mean: 0.247607, var: 0.005261","mean: 0.484912, var: 0.002703","mean: 0.301416, var: 0.006867","mean: 0.018717, var: 0.000601",3.233697055368818,High
ENSP00000422281,"mean: 0.574072, var: 0.027842","mean: 0.586279, var: 0.006270","mean: 0.449854, var: 0.004261","mean: 0.299902, var: 0.018201","mean: 0.341211, var: 0.014371","mean: 0.279871, var: 0.011425","mean: 0.102771, var: 0.000301","mean: 0.091290, var: 0.001794","mean: 0.614258, var: 0.019813","mean: 0.142712, var: 0.002824","mean: 0.031072, var: 0.001044",3.2128936034623785,High
ENSP00000407002,"mean: 0.328052, var: 0.002009","mean: 0.615479, var: 0.005523","mean: 0.392041, var: 0.004991","mean: 0.130005, var: 0.004142","mean: 0.405127, var: 0.005839","mean: 0.516357, var: 0.024123","mean: 0.053040, var: 0.000556","mean: 0.187012, var: 0.008879","mean: 0.432178, var: 0.018181","mean: 0.293677, var: 0.011002","mean: 0.049342, var: 0.004515",3.3442158301773595,High
ENSP00000217185,"mean: 0.222998, var: 0.005550","mean: 0.580225, var: 0.005718","mean: 0.463965, var: 0.002037","mean: 0.441943, var: 0.006381","mean: 0.246362, var: 0.001873","mean: 0.335498, var: 0.002603","mean: 0.010307, var: 0.000127","mean: 0.199524, var: 0.004252","mean: 0.230371, var: 0.000798","mean: 0.290039, var: 0.004045","mean: 0.226538, var: 0.007007",3.4815163373495004,High
ENSP00000506808,"mean: 0.297485, var: 0.002548","mean: 0.249219, var: 0.001577","mean: 0.255640, var: 0.000902","mean: 0.055147, var: 0.002030","mean: 0.080258, var: 0.001157","mean: 0.744531, var: 0.003921","mean: 0.054738, var: 0.001241","mean: 0.243262, var: 0.010666","mean: 0.097107, var: 0.001019","mean: 0.097058, var: 0.002505","mean: 0.107855, var: 0.013766",2.833442415386536,High
ENSP00000479486,"mean: 0.246826, var: 0.001395","mean: 0.444531, var: 0.003319","mean: 0.437598, var: 0.002031","mean: 0.247034, var: 0.012674","mean: 0.176025, var: 0.000896","mean: 0.426563, var: 0.003966","mean: 0.027412, var: 0.000949","mean: 0.360352, var: 0.008049","mean: 0.246509, var: 0.003322","mean: 0.232764, var: 0.005434","mean: 0.310400, var: 0.002685",3.5960355804709097,High
ENSP00000479441,"mean: 0.486719, var: 0.009558","mean: 0.412793, var: 0.004279","mean: 0.306592, var: 0.003588","mean: 0.184265, var: 0.011561","mean: 0.360400, var: 0.005459","mean: 0.460254, var: 0.002493","mean: 0.020265, var: 0.000455","mean: 0.431543, var: 0.004520","mean: 0.393701, var: 0.010821","mean: 0.329419, var: 0.007582","mean: 0.190833, var: 0.002133",3.6053404816790877,High
ENSP00000465889,"mean: 0.201636, var: 0.001554","mean: 0.249414, var: 0.000380","mean: 0.174304, var: 0.000815","mean: 0.830957, var: 0.001438","mean: 0.173975, var: 0.000990","mean: 0.272656, var: 0.006023","mean: 0.016055, var: 0.000229","mean: 0.294287, var: 0.004036","mean: 0.255908, var: 0.004255","mean: 0.297729, var: 0.001311","mean: 0.056232, var: 0.000763",3.0838468062104303,High
ENSP00000455277,"mean: 0.190576, var: 0.001437","mean: 0.575781, var: 0.002132","mean: 0.533594, var: 0.002845","mean: 0.117291, var: 0.004192","mean: 0.138428, var: 0.000322","mean: 0.211792, var: 0.002056","mean: 0.020306, var: 0.000340","mean: 0.106281, var: 0.000814","mean: 0.200464, var: 0.000575","mean: 0.136414, var: 0.000496","mean: 0.027272, var: 0.002063",2.832274823890562,High
ENSP00000427935,"mean: 0.087878, var: 0.000672","mean: 0.546875, var: 0.011224","mean: 0.618555, var: 0.003091","mean: 0.176410, var: 0.017770","mean: 0.039835, var: 0.000267","mean: 0.193073, var: 0.006927","mean: 0.081915, var: 0.005175","mean: 0.224731, var: 0.018926","mean: 0.161719, var: 0.003370","mean: 0.216321, var: 0.011771","mean: 0.050704, var: 0.004594",2.9103450638220667,High
ENSP00000390926,"mean: 0.145386, var: 0.001521","mean: 0.612500, var: 0.001850","mean: 0.514746, var: 0.001813","mean: 0.214209, var: 0.005572","mean: 0.107837, var: 0.001537","mean: 0.234692, var: 0.004894","mean: 0.005771, var: 0.000045","mean: 0.136279, var: 0.002251","mean: 0.201685, var: 0.001534","mean: 0.421533, var: 0.010612","mean: 0.053999, var: 0.002929",2.9788685646021946,High
ENSP00000310182,"mean: 0.862988, var: 0.002482","mean: 0.244312, var: 0.002444","mean: 0.148108, var: 0.000400","mean: 0.086377, var: 0.001951","mean: 0.414111, var: 0.009554","mean: 0.204614, var: 0.003753","mean: 0.035849, var: 0.001165","mean: 0.700684, var: 0.001101","mean: 0.401221, var: 0.006883","mean: 0.493896, var: 0.001314","mean: 0.248340, var: 0.011825",3.084911988579535,High
ENSP00000485355,"mean: 0.191016, var: 0.001034","mean: 0.479297, var: 0.001518","mean: 0.403516, var: 0.004463","mean: 0.136548, var: 0.003115","mean: 0.086511, var: 0.000583","mean: 0.474805, var: 0.006760","mean: 0.049393, var: 0.000793","mean: 0.242700, var: 0.008975","mean: 0.198047, var: 0.003343","mean: 0.262878, var: 0.014914","mean: 0.058495, var: 0.003878",3.2023609536910924,High
ENSP00000389278,"mean: 0.771094, var: 0.007630","mean: 0.252148, var: 0.003487","mean: 0.247241, var: 0.002404","mean: 0.111517, var: 0.003046","mean: 0.496387, var: 0.019763","mean: 0.120355, var: 0.002066","mean: 0.010502, var: 0.000049","mean: 0.449219, var: 0.010298","mean: 0.395215, var: 0.011477","mean: 0.505029, var: 0.001229","mean: 0.109055, var: 0.003586",3.101330799506042,High
ENSP00000362773,"mean: 0.235010, var: 0.002449","mean: 0.441943, var: 0.000986","mean: 0.302661, var: 0.005256","mean: 0.403735, var: 0.024381","mean: 0.219751, var: 0.000587","mean: 0.483545, var: 0.004077","mean: 0.077007, var: 0.001202","mean: 0.069287, var: 0.000626","mean: 0.059025, var: 0.002139","mean: 0.272583, var: 0.009413","mean: 0.024897, var: 0.000305",3.1091164491500733,High
ENSP00000430257,"mean: 0.291675, var: 0.001853","mean: 0.504883, var: 0.000503","mean: 0.409473, var: 0.004352","mean: 0.069502, var: 0.001109","mean: 0.162451, var: 0.001953","mean: 0.253418, var: 0.005856","mean: 0.020090, var: 0.000204","mean: 0.217603, var: 0.004673","mean: 0.438525, var: 0.021121","mean: 0.361230, var: 0.014055","mean: 0.076727, var: 0.002452",3.2351399959075526,High
ENSP00000382364,"mean: 0.157288, var: 0.002888","mean: 0.420557, var: 0.003960","mean: 0.570996, var: 0.000830","mean: 0.165808, var: 0.009253","mean: 0.099066, var: 0.002855","mean: 0.265454, var: 0.004654","mean: 0.015628, var: 0.000287","mean: 0.329102, var: 0.008533","mean: 0.157581, var: 0.004852","mean: 0.131909, var: 0.003016","mean: 0.067599, var: 0.001900",3.0254912866701265,High
ENSP00000498993,"mean: 0.183838, var: 0.001112","mean: 0.360547, var: 0.003351","mean: 0.320654, var: 0.003031","mean: 0.312280, var: 0.011582","mean: 0.128979, var: 0.002263","mean: 0.784277, var: 0.001882","mean: 0.043071, var: 0.001302","mean: 0.173767, var: 0.001129","mean: 0.115027, var: 0.000743","mean: 0.232153, var: 0.002631","mean: 0.505469, var: 0.013854",3.2342689058427214,High
ENSP00000466188,"mean: 0.179932, var: 0.000756","mean: 0.596484, var: 0.002478","mean: 0.464453, var: 0.009680","mean: 0.133255, var: 0.010054","mean: 0.192188, var: 0.001820","mean: 0.223999, var: 0.005616","mean: 0.009534, var: 0.000068","mean: 0.130591, var: 0.000549","mean: 0.101801, var: 0.002819","mean: 0.236597, var: 0.002596","mean: 0.063864, var: 0.003850",2.953191588275986,High
