Cell membrane,Cytoplasm,Endoplasmic reticulum,Extracellular,Golgi apparatus,Lysosome/Vacuole,Membrane,Mitochondrion,Nucleus,Peroxisome,Plastid
,"(0.51074219, 0.61230469, 0.57763672, 0.53564453, 0.58154297) mean: 0.56357422, var: 0.00129332","(0.78320312, 0.79736328, 0.81640625, 0.78369141, 0.74755859) mean: 0.78564453, var: 0.00050879",,"(0.76464844, 0.81396484, 0.79101562, 0.84814453, 0.93554688) mean: 0.83066406, var: 0.00350298","(0.54785156, 0.75292969, 0.57177734, 0.73925781, 0.72265625) mean: 0.66689453, var: 0.00779327","(0.65283203, 0.60888672, 0.56201172, 0.54052734, 0.50000000) mean: 0.57285156, var: 0.00283302",,,,
,"(0.54882812, 0.57763672, 0.54638672, 0.55078125, 0.53662109) mean: 0.55205078, var: 0.00018736",,,,,,,,,
,"(0.55273438, 0.66650391, 0.54638672, 0.58837891, 0.60253906) mean: 0.59130860, var: 0.00185900",,,,,,,,,
,"(0.60205078, 0.54931641, 0.54101562, 0.54199219, 0.38769531) mean: 0.52441406, var: 0.00518484",,,,,,,"(0.67285156, 0.65380859, 0.65185547, 0.50390625, 0.59619141) mean: 0.61572266, var: 0.00378084",,
,"(0.58886719, 0.56298828, 0.50830078, 0.51953125, 0.54541016) mean: 0.54501953, var: 0.00084871",,,,,,,,,
,,,,,,,,"(0.81152344, 0.93896484, 0.85351562, 0.91406250, 0.87158203) mean: 0.87792969, var: 0.00201540",,
,,,,,,"(0.78271484, 0.89990234, 0.77880859, 0.78320312, 0.88281250) mean: 0.82548828, var: 0.00292402","(0.89990234, 0.87304688, 0.84716797, 0.86767578, 0.78564453) mean: 0.85468750, var: 0.00147472",,,
,,,,,,,,,,
,,"(0.63525391, 0.73095703, 0.70019531, 0.70361328, 0.61621094) mean: 0.67724609, var: 0.00191908",,,,"(0.93359375, 0.95898438, 0.95751953, 0.99365234, 0.99267578) mean: 0.96728516, var: 0.00052786",,,,
,,,,,,,,"(0.85693359, 0.88281250, 0.89453125, 0.95263672, 0.87255859) mean: 0.89189453, var: 0.00107504",,
,,,,,,,,"(0.95117188, 0.90869141, 0.86083984, 0.92431641, 0.94824219) mean: 0.91865235, var: 0.00108133",,
,,,,,,,,,,
,"(0.62646484, 0.52490234, 0.61132812, 0.54882812, 0.62011719) mean: 0.58632812, var: 0.00171141",,,,,,,"(0.61718750, 0.69042969, 0.57421875, 0.58642578, 0.61474609) mean: 0.61660156, var: 0.00163225",,
,"(0.85253906, 0.66064453, 0.79785156, 0.68164062, 0.77685547) mean: 0.75390625, var: 0.00522127",,,,,,,,,
,"(0.45068359, 0.49609375, 0.46215820, 0.52441406, 0.50000000) mean: 0.48666992, var: 0.00071739",,,,,,,,,
,"(0.75146484, 0.77734375, 0.76269531, 0.74218750, 0.81640625) mean: 0.77001953, var: 0.00067558",,,,,,,,,
,"(0.54394531, 0.45361328, 0.50732422, 0.60888672, 0.49902344) mean: 0.52255859, var: 0.00268988",,,,,,,,,
,"(0.48535156, 0.45703125, 0.50488281, 0.41650391, 0.50683594) mean: 0.47412109, var: 0.00115089",,,,,,,,,
,"(0.51171875, 0.59033203, 0.55175781, 0.52929688, 0.51513672) mean: 0.53964844, var: 0.00084070",,,,,,,,,
,,,,,,,,"(0.86279297, 0.91796875, 0.89501953, 0.94531250, 0.88671875) mean: 0.90156250, var: 0.00078989",,
,"(0.50634766, 0.44848633, 0.49243164, 0.48437500, 0.49072266) mean: 0.48447266, var: 0.00037519",,,,,,,,,
,,,,,,"(0.53027344, 0.57080078, 0.50927734, 0.52587891, 0.58496094) mean: 0.54423828, var: 0.00082365","(0.96337891, 0.96679688, 0.95556641, 0.96826172, 0.96240234) mean: 0.96328125, var: 0.00001949",,,
,"(0.53857422, 0.55371094, 0.53515625, 0.52880859, 0.56005859) mean: 0.54326172, var: 0.00013758",,,,,,,"(0.53222656, 0.57373047, 0.58837891, 0.56445312, 0.60058594) mean: 0.57187500, var: 0.00054544",,
,"(0.51318359, 0.53076172, 0.50439453, 0.50634766, 0.52978516) mean: 0.51689453, var: 0.00012794",,,,,,,,,
,,,,,,,,"(0.97363281, 0.98437500, 0.96337891, 0.99023438, 0.97460938) mean: 0.97724610, var: 0.00008636",,
,"(0.81689453, 0.82275391, 0.83251953, 0.86865234, 0.50683594) mean: 0.76953125, var: 0.01757545",,,,,,,,,
,"(0.64892578, 0.55175781, 0.64062500, 0.77099609, 0.68212891) mean: 0.65888672, var: 0.00500360",,,,,,,,,
,,,"(0.82714844, 0.69335938, 0.78369141, 0.74609375, 0.79492188) mean: 0.76904297, var: 0.00210304",,,,,,,
,,,,,,"(0.60009766, 0.60449219, 0.56542969, 0.71191406, 0.70849609) mean: 0.63808594, var: 0.00365175","(0.90576172, 0.86132812, 0.82031250, 0.90332031, 0.90087891) mean: 0.87832031, var: 0.00110811",,,
,,,,,,,,,,
,"(0.53125000, 0.58886719, 0.53955078, 0.53076172, 0.54443359) mean: 0.54697266, var: 0.00046534",,,,,,,,,
,"(0.50146484, 0.46630859, 0.43969727, 0.48535156, 0.48046875) mean: 0.47465820, var: 0.00043174",,,,,,,"(0.77343750, 0.79296875, 0.76806641, 0.82910156, 0.82080078) mean: 0.79687500, var: 0.00060110",,
,,,,,,,"(0.96191406, 0.96630859, 0.96142578, 0.95751953, 0.95214844) mean: 0.95986328, var: 0.00002264",,,
,,,,,,,,"(0.65722656, 0.60742188, 0.58935547, 0.58203125, 0.53125000) mean: 0.59345703, var: 0.00165573",,
,,,"(0.57373047, 0.61865234, 0.68457031, 0.69287109, 0.76855469) mean: 0.66767578, var: 0.00446516",,,"(0.51855469, 0.58837891, 0.51806641, 0.62695312, 0.45239258) mean: 0.54086914, var: 0.00370273",,,,
,"(0.57763672, 0.50781250, 0.54785156, 0.65820312, 0.59570312) mean: 0.57744140, var: 0.00251595",,,"(0.58447266, 0.78808594, 0.81689453, 0.80224609, 0.68896484) mean: 0.73613281, var: 0.00776363","(0.70117188, 0.79101562, 0.84716797, 0.86376953, 0.74658203) mean: 0.78994141, var: 0.00369734","(0.40405273, 0.46948242, 0.53466797, 0.46142578, 0.44702148) mean: 0.46333008, var: 0.00178207",,,,
,"(0.53320312, 0.51513672, 0.52099609, 0.52978516, 0.52050781) mean: 0.52392578, var: 0.00004358",,,,,,,,,
,,,"(0.81494141, 0.82128906, 0.87060547, 0.89013672, 0.86425781) mean: 0.85224609, var: 0.00085340",,,,,,,
,,,,,,,,"(0.80615234, 0.71679688, 0.87060547, 0.70117188, 0.62646484) mean: 0.74423828, var: 0.00725607",,
,,,"(0.81103516, 0.94824219, 0.83886719, 0.82128906, 0.76171875) mean: 0.83623047, var: 0.00379272",,,,,,,
,"(0.71337891, 0.71923828, 0.65429688, 0.68115234, 0.65429688) mean: 0.68447266, var: 0.00077528",,,,,,,,,
,,,,,,,,,,
,"(0.73730469, 0.79443359, 0.74414062, 0.73144531, 0.72314453) mean: 0.74609375, var: 0.00063181",,,,,,,,,
,,,,,,,"(0.95263672, 0.95117188, 0.95361328, 0.94238281, 0.93603516) mean: 0.94716797, var: 0.00004686",,,
,"(0.53222656, 0.60986328, 0.52148438, 0.58593750, 0.54052734) mean: 0.55800781, var: 0.00115465",,,,,,,,,
,"(0.37915039, 0.55468750, 0.47924805, 0.54882812, 0.53076172) mean: 0.49853516, var: 0.00426915",,,,,,,"(0.52441406, 0.58496094, 0.56298828, 0.45458984, 0.64257812) mean: 0.55390625, var: 0.00392862",,
"(0.59863281, 0.69287109, 0.55859375, 0.68701172, 0.49975586) mean: 0.60737305, var: 0.00553790","(0.61523438, 0.59814453, 0.60058594, 0.62353516, 0.62500000) mean: 0.61250000, var: 0.00012671",,,,,"(0.64599609, 0.71289062, 0.59960938, 0.65527344, 0.54882812) mean: 0.63251953, var: 0.00304924",,,,
,"(0.51757812, 0.49096680, 0.41601562, 0.47436523, 0.51074219) mean: 0.48193359, var: 0.00131691",,,,,,,"(0.71240234, 0.77636719, 0.64794922, 0.63232422, 0.65478516) mean: 0.68476563, var: 0.00283180",,
,,,,,,,,"(0.94482422, 0.97119141, 0.93945312, 0.97558594, 0.92968750) mean: 0.95214844, var: 0.00032625",,
,"(0.51318359, 0.71435547, 0.61181641, 0.59667969, 0.61767578) mean: 0.61074219, var: 0.00410007",,,,,,,"(0.58837891, 0.60742188, 0.58837891, 0.60986328, 0.55615234) mean: 0.59003906, var: 0.00036980",,
,,,,,,,,,,
,,,,,,,,"(0.93408203, 0.88623047, 0.90332031, 0.95166016, 0.87597656) mean: 0.91025391, var: 0.00081648",,
,,,,,,,"(0.91113281, 0.94384766, 0.94335938, 0.86230469, 0.88525391) mean: 0.90917969, var: 0.00102873",,,
,,,,,,,,"(0.79589844, 0.82861328, 0.77099609, 0.71777344, 0.63330078) mean: 0.74931641, var: 0.00467649",,
"(0.74316406, 0.76806641, 0.63476562, 0.82519531, 0.66699219) mean: 0.72763672, var: 0.00473923",,,,,,"(0.90722656, 0.91357422, 0.86083984, 0.89550781, 0.88720703) mean: 0.89287109, var: 0.00033995",,,,
,"(0.64355469, 0.48486328, 0.57080078, 0.62304688, 0.55371094) mean: 0.57519531, var: 0.00312071",,,,,,,,,
,"(0.58593750, 0.65087891, 0.63232422, 0.63330078, 0.67089844) mean: 0.63466797, var: 0.00079149",,,,,,,,,
"(0.75781250, 0.89306641, 0.87353516, 0.90380859, 0.82519531) mean: 0.85068359, var: 0.00288309",,,,,,"(0.71191406, 0.79248047, 0.80712891, 0.82958984, 0.72900391) mean: 0.77402344, var: 0.00208172",,,,
"(0.69531250, 0.85156250, 0.75781250, 0.86230469, 0.86718750) mean: 0.80683594, var: 0.00471207",,,,,"(0.47534180, 0.64990234, 0.57470703, 0.72412109, 0.52539062) mean: 0.58989258, var: 0.00782629","(0.77832031, 0.86572266, 0.80810547, 0.89355469, 0.81738281) mean: 0.83261719, var: 0.00171808",,,,
,,,,,,,,"(0.77636719, 0.75976562, 0.67724609, 0.86523438, 0.88037109) mean: 0.79179687, var: 0.00552488",,
,,,,,,,,"(0.88427734, 0.87402344, 0.85009766, 0.85986328, 0.84082031) mean: 0.86181641, var: 0.00024710",,
,"(0.45214844, 0.66552734, 0.50585938, 0.63818359, 0.62939453) mean: 0.57822266, var: 0.00699343",,,,,,,"(0.90185547, 0.84716797, 0.85742188, 0.90185547, 0.83349609) mean: 0.86835938, var: 0.00080563",,
,"(0.54638672, 0.57128906, 0.57226562, 0.55810547, 0.63818359) mean: 0.57724609, var: 0.00101847",,,,,,,"(0.79785156, 0.77539062, 0.76904297, 0.76318359, 0.80859375) mean: 0.78281250, var: 0.00030416",,
,,,,,,,,,,
,,,,,,,,"(0.72949219, 0.81347656, 0.82373047, 0.73828125, 0.77734375) mean: 0.77646484, var: 0.00145382",,
"(0.69921875, 0.71191406, 0.61328125, 0.73876953, 0.58007812) mean: 0.66865234, var: 0.00372673","(0.63134766, 0.65478516, 0.64062500, 0.66601562, 0.63232422) mean: 0.64501953, var: 0.00018072",,,,,"(0.59277344, 0.61523438, 0.52783203, 0.60937500, 0.51953125) mean: 0.57294922, var: 0.00167938",,,,
,,,,,,,,"(0.72070312, 0.67773438, 0.53759766, 0.58496094, 0.66455078) mean: 0.63710938, var: 0.00440268",,
,,,,,"(0.51220703, 0.69677734, 0.47656250, 0.74316406, 0.63574219) mean: 0.61289062, var: 0.01065058",,,,,
,"(0.72021484, 0.65283203, 0.66015625, 0.65234375, 0.70458984) mean: 0.67802734, var: 0.00081984",,,,,,,"(0.66601562, 0.68847656, 0.63232422, 0.55224609, 0.69238281) mean: 0.64628906, var: 0.00266653",,
,"(0.59082031, 0.70800781, 0.64306641, 0.78613281, 0.57470703) mean: 0.66054687, var: 0.00611204",,,,,,,,,
,"(0.60156250, 0.64404297, 0.63720703, 0.64892578, 0.54833984) mean: 0.61601562, var: 0.00142132",,,,,,,,,
,"(0.61425781, 0.63232422, 0.59619141, 0.59033203, 0.63769531) mean: 0.61416016, var: 0.00035490",,,,,,,,,
,,,,,,,,"(0.72460938, 0.64648438, 0.69433594, 0.89697266, 0.78955078) mean: 0.75039063, var: 0.00752462",,
,"(0.55761719, 0.69775391, 0.64746094, 0.58544922, 0.58642578) mean: 0.61494141, var: 0.00257689",,,,,,,,,
,,,,,,,,"(0.77392578, 0.68310547, 0.68554688, 0.84521484, 0.68652344) mean: 0.73486328, var: 0.00423021",,
,"(0.65185547, 0.68554688, 0.65966797, 0.68115234, 0.69531250) mean: 0.67470703, var: 0.00026640",,,,,,,"(0.57128906, 0.60546875, 0.62304688, 0.52099609, 0.65527344) mean: 0.59521484, var: 0.00211353",,
,"(0.62890625, 0.59765625, 0.51367188, 0.52392578, 0.60742188) mean: 0.57431641, var: 0.00216755",,,,,,,,,
,,,,,,"(0.63623047, 0.71191406, 0.74316406, 0.82080078, 0.73925781) mean: 0.73027344, var: 0.00352465",,,,
,,,,,,,,"(0.92626953, 0.94335938, 0.91162109, 0.96240234, 0.90576172) mean: 0.92988281, var: 0.00043350",,
,"(0.56445312, 0.60107422, 0.60205078, 0.58593750, 0.59375000) mean: 0.58945312, var: 0.00018991",,,,,,,"(0.51269531, 0.51562500, 0.52343750, 0.60351562, 0.61621094) mean: 0.55429687, var: 0.00208687",,
,"(0.51318359, 0.47875977, 0.50683594, 0.49218750, 0.47729492) mean: 0.49365234, var: 0.00020936",,,,,,,"(0.76416016, 0.77587891, 0.80029297, 0.76220703, 0.79199219) mean: 0.77890625, var: 0.00022682",,
,,,,,,"(0.62890625, 0.68115234, 0.74072266, 0.82812500, 0.74755859) mean: 0.72529297, var: 0.00450941",,,,
,,,,,,,,"(0.65234375, 0.77001953, 0.67285156, 0.75585938, 0.78369141) mean: 0.72695313, var: 0.00288061",,
,"(0.44873047, 0.53222656, 0.44848633, 0.57666016, 0.42749023) mean: 0.48671875, var: 0.00331465",,,,,,"(0.51855469, 0.70361328, 0.66796875, 0.73193359, 0.88720703) mean: 0.70185547, var: 0.01400209",,,
,,,,,,,"(0.93603516, 0.96044922, 0.93896484, 0.98193359, 0.96875000) mean: 0.95722656, var: 0.00030724",,,
,"(0.58740234, 0.65527344, 0.58447266, 0.60986328, 0.60693359) mean: 0.60878906, var: 0.00064281",,,,,,,"(0.55664062, 0.52929688, 0.60302734, 0.48974609, 0.51562500) mean: 0.53886719, var: 0.00149542",,
,,,,,,,,,,
,"(0.48388672, 0.64990234, 0.49145508, 0.58642578, 0.42309570) mean: 0.52695312, var: 0.00651094",,,,,,,"(0.66748047, 0.74072266, 0.63671875, 0.64599609, 0.63916016) mean: 0.66601563, var: 0.00151272",,
,"(0.54638672, 0.67968750, 0.62255859, 0.66650391, 0.66210938) mean: 0.63544922, var: 0.00234610",,,,,,,,,
,"(0.52490234, 0.42773438, 0.48022461, 0.40747070, 0.55175781) mean: 0.47841797, var: 0.00302903",,,,,,,"(0.68994141, 0.80419922, 0.79687500, 0.81689453, 0.83886719) mean: 0.78935547, var: 0.00267397",,
,,,"(0.72412109, 0.74951172, 0.82324219, 0.90576172, 0.86914062) mean: 0.81435547, var: 0.00475649",,,,,,,
,,,,,,,,,,
,,,,,,,"(0.94238281, 0.94921875, 0.93994141, 0.94335938, 0.95019531) mean: 0.94501953, var: 0.00001598",,,
,,,,,,,,"(0.72998047, 0.64892578, 0.71142578, 0.67236328, 0.66650391) mean: 0.68583984, var: 0.00090424",,
,,,,,,,"(0.94873047, 0.98535156, 0.94775391, 0.92431641, 0.97167969) mean: 0.95556641, var: 0.00044622",,,
,,,,,,,"(0.92187500, 0.91748047, 0.93212891, 0.93359375, 0.96533203) mean: 0.93408203, var: 0.00028105",,,
,,"(0.67187500, 0.76562500, 0.67333984, 0.77148438, 0.68212891) mean: 0.71289063, var: 0.00208139",,,,"(0.67773438, 0.74316406, 0.62695312, 0.67675781, 0.62646484) mean: 0.67021484, var: 0.00184132",,,,
,"(0.49316406, 0.47729492, 0.52050781, 0.53564453, 0.49389648) mean: 0.50410156, var: 0.00044130",,,,,,,"(0.60449219, 0.57958984, 0.66992188, 0.64062500, 0.61816406) mean: 0.62255859, var: 0.00095234",,
,"(0.46826172, 0.50585938, 0.51708984, 0.53027344, 0.60693359) mean: 0.52568359, var: 0.00207735",,,,,,,"(0.64501953, 0.64941406, 0.66601562, 0.68457031, 0.59912109) mean: 0.64882812, var: 0.00081171",,
"(0.51562500, 0.60693359, 0.49414062, 0.64550781, 0.46264648) mean: 0.54497070, var: 0.00483385","(0.61132812, 0.58203125, 0.60498047, 0.61376953, 0.59814453) mean: 0.60205078, var: 0.00012960",,,,,"(0.60107422, 0.66943359, 0.55419922, 0.64990234, 0.52050781) mean: 0.59902344, var: 0.00314487",,,,
,,,,,,,,,,
,"(0.48559570, 0.43676758, 0.49707031, 0.54687500, 0.48925781) mean: 0.49111328, var: 0.00122644",,,,,,,"(0.51220703, 0.57958984, 0.55859375, 0.57568359, 0.74316406) mean: 0.59384765, var: 0.00614733",,
,"(0.51416016, 0.48828125, 0.50195312, 0.51611328, 0.55810547) mean: 0.51572266, var: 0.00054831",,,,,,,,,
,,,,,,,,"(0.80615234, 0.85888672, 0.88378906, 0.85156250, 0.82519531) mean: 0.84511719, var: 0.00072836",,
,,,,,,,,"(0.92431641, 0.94189453, 0.93164062, 0.96923828, 0.92236328) mean: 0.93789062, var: 0.00029263",,
,"(0.67187500, 0.67919922, 0.66601562, 0.63134766, 0.60693359) mean: 0.65107422, var: 0.00075689",,,,,,,,,
"(0.74609375, 0.60986328, 0.72265625, 0.83544922, 0.68994141) mean: 0.72080078, var: 0.00540937",,,,,,"(0.73681641, 0.62939453, 0.73779297, 0.88085938, 0.65917969) mean: 0.72880860, var: 0.00759913",,,,
,,,,,,"(0.61669922, 0.70605469, 0.64257812, 0.67138672, 0.71484375) mean: 0.67031250, var: 0.00138105","(0.94873047, 0.95556641, 0.94189453, 0.95410156, 0.94140625) mean: 0.94833984, var: 0.00003504",,,
,,,"(0.76562500, 0.74853516, 0.79736328, 0.75146484, 0.70800781) mean: 0.75419922, var: 0.00083338",,,,,,,
,"(0.71337891, 0.72607422, 0.71093750, 0.72558594, 0.69824219) mean: 0.71484375, var: 0.00010691",,,,,,,,,
"(0.71630859, 0.70263672, 0.64355469, 0.73974609, 0.68066406) mean: 0.69658203, var: 0.00107084",,,,"(0.66210938, 0.74511719, 0.76220703, 0.81738281, 0.71875000) mean: 0.74111328, var: 0.00260395",,"(0.91796875, 0.89404297, 0.88476562, 0.89697266, 0.90087891) mean: 0.89892578, var: 0.00011892",,,,
,,,,,,,,"(0.82617188, 0.85351562, 0.84619141, 0.84472656, 0.83203125) mean: 0.84052734, var: 0.00009933",,
,"(0.50585938, 0.52587891, 0.54199219, 0.65576172, 0.60302734) mean: 0.56650391, var: 0.00304598",,,,,,,,,
"(0.67724609, 0.69628906, 0.55175781, 0.54736328, 0.69921875) mean: 0.63437500, var: 0.00485453",,,,,,"(0.87890625, 0.93115234, 0.89111328, 0.95361328, 0.91552734) mean: 0.91406250, var: 0.00072422",,,,
,,,,,,"(0.52880859, 0.56103516, 0.52734375, 0.52539062, 0.56250000) mean: 0.54101562, var: 0.00028849",,,,
,"(0.52880859, 0.64404297, 0.61279297, 0.63427734, 0.62695312) mean: 0.60937500, var: 0.00172672",,,,,,,,,
,"(0.52343750, 0.48706055, 0.52148438, 0.51708984, 0.49682617) mean: 0.50917969, var: 0.00021183",,,,,,,,,
,,,,,,"(0.42749023, 0.41577148, 0.54589844, 0.68896484, 0.31420898) mean: 0.47846679, var: 0.01647328",,,,
,,,,,,,,"(0.91210938, 0.90136719, 0.90332031, 0.94628906, 0.85009766) mean: 0.90263672, var: 0.00095154",,
,"(0.56103516, 0.59619141, 0.64160156, 0.68945312, 0.46972656) mean: 0.59160156, var: 0.00557676",,,,"(0.57910156, 0.66650391, 0.76708984, 0.75781250, 0.55224609) mean: 0.66455078, var: 0.00782595","(0.76318359, 0.48999023, 0.72753906, 0.66796875, 0.55371094) mean: 0.64047851, var: 0.01071342",,,,
,"(0.63183594, 0.65136719, 0.57324219, 0.73144531, 0.61572266) mean: 0.64072266, var: 0.00272030",,,,,,,,,
,,,,,,,,"(0.82861328, 0.87451172, 0.81152344, 0.86474609, 0.85449219) mean: 0.84677734, var: 0.00054487",,
,"(0.64550781, 0.55615234, 0.62597656, 0.57812500, 0.61083984) mean: 0.60332031, var: 0.00104185",,,,,,,,,
,"(0.70019531, 0.60253906, 0.58056641, 0.65917969, 0.57568359) mean: 0.62363281, var: 0.00234484",,,,,,,"(0.52050781, 0.74462891, 0.72607422, 0.68408203, 0.67968750) mean: 0.67099609, var: 0.00626978",,
,,,,,,,"(0.70117188, 0.77246094, 0.77197266, 0.58593750, 0.64746094) mean: 0.69580078, var: 0.00522289",,,
,,,,,,,"(0.92871094, 0.95410156, 0.89990234, 0.93603516, 0.94091797) mean: 0.93193359, var: 0.00032507",,,
,"(0.42578125, 0.46826172, 0.50585938, 0.49658203, 0.48779297) mean: 0.47685547, var: 0.00080648",,,,,,,,,
,,,,,,"(0.58154297, 0.59619141, 0.51269531, 0.57421875, 0.60351562) mean: 0.57363281, var: 0.00103563",,,,
,,,"(0.76660156, 0.68896484, 0.81591797, 0.84179688, 0.85693359) mean: 0.79404297, var: 0.00370173",,,,,,,
,"(0.59960938, 0.66699219, 0.62402344, 0.59960938, 0.66015625) mean: 0.63007813, var: 0.00083214",,,,,,,"(0.59814453, 0.59619141, 0.58105469, 0.53173828, 0.45776367) mean: 0.55297852, var: 0.00284252",,
,,,,,,,,"(0.84033203, 0.87451172, 0.85400391, 0.82470703, 0.90234375) mean: 0.85917969, var: 0.00073372",,
,"(0.57177734, 0.62109375, 0.58935547, 0.62597656, 0.66162109) mean: 0.61396484, var: 0.00097033",,,,,,,"(0.74511719, 0.64355469, 0.78125000, 0.72802734, 0.75292969) mean: 0.73017578, var: 0.00217148",,
,"(0.64697266, 0.55957031, 0.56738281, 0.68652344, 0.45312500) mean: 0.58271484, var: 0.00649391",,,,,,,"(0.65673828, 0.75390625, 0.67724609, 0.62744141, 0.63818359) mean: 0.67070312, var: 0.00201794",,
,"(0.62890625, 0.68603516, 0.64257812, 0.65576172, 0.62158203) mean: 0.64697266, var: 0.00051870",,,,,,,,,
,,,,,,,,"(0.91796875, 0.93261719, 0.86230469, 0.94873047, 0.91113281) mean: 0.91455078, var: 0.00084953",,
,,"(0.67089844, 0.73193359, 0.73730469, 0.66992188, 0.77929688) mean: 0.71787110, var: 0.00177082",,,,"(0.85888672, 0.89746094, 0.90625000, 0.91601562, 0.89941406) mean: 0.89560547, var: 0.00037922",,,,
,"(0.55712891, 0.64501953, 0.46362305, 0.51123047, 0.58349609) mean: 0.55209961, var: 0.00382871",,,,,,,,,
,,,,,,,"(0.95800781, 0.96630859, 0.96191406, 0.94970703, 0.95507812) mean: 0.95820312, var: 0.00003229",,,
"(0.58007812, 0.56054688, 0.60302734, 0.71142578, 0.49804688) mean: 0.59062500, var: 0.00486666",,,,,,"(0.82958984, 0.84228516, 0.86376953, 0.82666016, 0.76757812) mean: 0.82597656, var: 0.00102364",,,,
,,,,,,,,"(0.83984375, 0.86621094, 0.87255859, 0.85156250, 0.84179688) mean: 0.85439453, var: 0.00016960",,
,,,,,,,,,,
,"(0.50195312, 0.54052734, 0.49780273, 0.54248047, 0.70263672) mean: 0.55708008, var: 0.00564533",,,,,,,,,
,,,,,,,,"(0.84130859, 0.87402344, 0.78808594, 0.80322266, 0.81347656) mean: 0.82402344, var: 0.00092684",,
,,,,,,,,"(0.64160156, 0.58984375, 0.58789062, 0.60351562, 0.60009766) mean: 0.60458984, var: 0.00037750",,
,,,,,,,"(0.78125000, 0.75976562, 0.76806641, 0.73925781, 0.79785156) mean: 0.76923828, var: 0.00039059",,,
,,,,,,,,"(0.76123047, 0.78173828, 0.70507812, 0.78710938, 0.73095703) mean: 0.75322266, var: 0.00096785",,
,"(0.52490234, 0.69335938, 0.61767578, 0.66552734, 0.75146484) mean: 0.65058594, var: 0.00582176",,,,,,,,,
,,,,,,,"(0.71630859, 0.59179688, 0.75244141, 0.74218750, 0.64453125) mean: 0.68945313, var: 0.00380487",,,
,"(0.68701172, 0.76611328, 0.71240234, 0.75244141, 0.71679688) mean: 0.72695313, var: 0.00081867",,,,,,,,,
,"(0.50146484, 0.55126953, 0.51660156, 0.56298828, 0.57812500) mean: 0.54208984, var: 0.00082392",,,,,,,,,
,"(0.52685547, 0.52001953, 0.51416016, 0.61474609, 0.50244141) mean: 0.53564453, var: 0.00162849",,,,,,,,,
,"(0.46557617, 0.52929688, 0.50732422, 0.64697266, 0.49755859) mean: 0.52934570, var: 0.00387960",,,,,,,"(0.54248047, 0.47338867, 0.60839844, 0.52783203, 0.53710938) mean: 0.53784180, var: 0.00185094",,
,"(0.49829102, 0.53564453, 0.53955078, 0.56005859, 0.56835938) mean: 0.54038086, var: 0.00059294",,,,"(0.56689453, 0.55712891, 0.62646484, 0.62792969, 0.79101562) mean: 0.63388672, var: 0.00703196",,,,,
,,,,,,,,"(0.91650391, 0.91503906, 0.91650391, 0.87988281, 0.88037109) mean: 0.90166016, var: 0.00030943",,
,"(0.52050781, 0.54052734, 0.47094727, 0.59912109, 0.56250000) mean: 0.53872070, var: 0.00182837",,,,,,,"(0.66845703, 0.70556641, 0.62109375, 0.65576172, 0.63964844) mean: 0.65810547, var: 0.00081514",,
,,,"(0.66015625, 0.76416016, 0.78906250, 0.79492188, 0.79052734) mean: 0.75976563, var: 0.00259638",,,,,,,
,"(0.67333984, 0.57470703, 0.54638672, 0.57910156, 0.68212891) mean: 0.61113281, var: 0.00309101",,,,,,,"(0.61962891, 0.73193359, 0.73046875, 0.71093750, 0.49023438) mean: 0.65664063, var: 0.00862574",,
,"(0.53222656, 0.50146484, 0.54199219, 0.50488281, 0.58300781) mean: 0.53271484, var: 0.00087337",,,,,,"(0.66503906, 0.62158203, 0.63378906, 0.73779297, 0.63769531) mean: 0.65917969, var: 0.00174685","(0.61865234, 0.70312500, 0.57910156, 0.63330078, 0.61083984) mean: 0.62900390, var: 0.00168795",,
,,,,,,,"(0.94238281, 0.94580078, 0.94726562, 0.94677734, 0.95605469) mean: 0.94765625, var: 0.00002054",,,
,,,,,,"(0.73681641, 0.79248047, 0.69921875, 0.78955078, 0.81347656) mean: 0.76630859, var: 0.00176416","(0.78857422, 0.81152344, 0.82128906, 0.86328125, 0.84521484) mean: 0.82597656, var: 0.00067831",,,
