Cell membrane,Cytoplasm,Endoplasmic reticulum,Extracellular,Golgi apparatus,Lysosome/Vacuole,Membrane,Mitochondrion,Nucleus,Peroxisome,Plastid,predicted_label,true_label
,"(0.45214844, 0.66552734, 0.50585938, 0.63818359, 0.62939453) mean: 0.57822266, var: 0.00699343",,,,,,,"(0.90185547, 0.84716797, 0.85742188, 0.90185547, 0.83349609) mean: 0.86835938, var: 0.00080563",,,"Cytoplasm, Nucleus",Nucleus
,"(0.54638672, 0.57128906, 0.57226562, 0.55810547, 0.63818359) mean: 0.57724609, var: 0.00101847",,,,,,,"(0.79785156, 0.77539062, 0.76904297, 0.76318359, 0.80859375) mean: 0.78281250, var: 0.00030416",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,,,,nan,Nucleus
,,,,,,,,"(0.72949219, 0.81347656, 0.82373047, 0.73828125, 0.77734375) mean: 0.77646484, var: 0.00145382",,,Nucleus,Nucleus
"(0.69921875, 0.71191406, 0.61328125, 0.73876953, 0.58007812) mean: 0.66865234, var: 0.00372673","(0.63134766, 0.65478516, 0.64062500, 0.66601562, 0.63232422) mean: 0.64501953, var: 0.00018072",,,,,"(0.59277344, 0.61523438, 0.52783203, 0.60937500, 0.51953125) mean: 0.57294922, var: 0.00167938",,,,,"Membrane, Cytoplasm, Cell membrane",Cell membrane
,,,,,,,,"(0.72070312, 0.67773438, 0.53759766, 0.58496094, 0.66455078) mean: 0.63710938, var: 0.00440268",,,Nucleus,Nucleus
,,,,,"(0.51220703, 0.69677734, 0.47656250, 0.74316406, 0.63574219) mean: 0.61289062, var: 0.01065058",,,,,,Lysosome/Vacuole,Golgi apparatus
,"(0.72021484, 0.65283203, 0.66015625, 0.65234375, 0.70458984) mean: 0.67802734, var: 0.00081984",,,,,,,"(0.66601562, 0.68847656, 0.63232422, 0.55224609, 0.69238281) mean: 0.64628906, var: 0.00266653",,,"Cytoplasm, Nucleus",Nucleus
,"(0.59082031, 0.70800781, 0.64306641, 0.78613281, 0.57470703) mean: 0.66054687, var: 0.00611204",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.60156250, 0.64404297, 0.63720703, 0.64892578, 0.54833984) mean: 0.61601562, var: 0.00142132",,,,,,,,,,Cytoplasm,Nucleus
,"(0.61425781, 0.63232422, 0.59619141, 0.59033203, 0.63769531) mean: 0.61416016, var: 0.00035490",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,,,,,,,,"(0.72460938, 0.64648438, 0.69433594, 0.89697266, 0.78955078) mean: 0.75039063, var: 0.00752462",,,Nucleus,Nucleus
,"(0.55761719, 0.69775391, 0.64746094, 0.58544922, 0.58642578) mean: 0.61494141, var: 0.00257689",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,,,,,,,,"(0.77392578, 0.68310547, 0.68554688, 0.84521484, 0.68652344) mean: 0.73486328, var: 0.00423021",,,Nucleus,Nucleus
,"(0.65185547, 0.68554688, 0.65966797, 0.68115234, 0.69531250) mean: 0.67470703, var: 0.00026640",,,,,,,"(0.57128906, 0.60546875, 0.62304688, 0.52099609, 0.65527344) mean: 0.59521484, var: 0.00211353",,,"Cytoplasm, Nucleus","Cytoplasm, Cell membrane"
,"(0.62890625, 0.59765625, 0.51367188, 0.52392578, 0.60742188) mean: 0.57431641, var: 0.00216755",,,,,,,,,,Cytoplasm,Cytoplasm
,,,,,,"(0.63623047, 0.71191406, 0.74316406, 0.82080078, 0.73925781) mean: 0.73027344, var: 0.00352465",,,,,Membrane,Cell membrane
,,,,,,,,"(0.92626953, 0.94335938, 0.91162109, 0.96240234, 0.90576172) mean: 0.92988281, var: 0.00043350",,,Nucleus,Nucleus
,"(0.56445312, 0.60107422, 0.60205078, 0.58593750, 0.59375000) mean: 0.58945312, var: 0.00018991",,,,,,,"(0.51269531, 0.51562500, 0.52343750, 0.60351562, 0.61621094) mean: 0.55429687, var: 0.00208687",,,"Cytoplasm, Nucleus","Cytoplasm, Cell membrane"
,"(0.51318359, 0.47875977, 0.50683594, 0.49218750, 0.47729492) mean: 0.49365234, var: 0.00020936",,,,,,,"(0.76416016, 0.77587891, 0.80029297, 0.76220703, 0.79199219) mean: 0.77890625, var: 0.00022682",,,"Cytoplasm, Nucleus","Cytoplasm, Cell membrane"
,,,,,,"(0.62890625, 0.68115234, 0.74072266, 0.82812500, 0.74755859) mean: 0.72529297, var: 0.00450941",,,,,Membrane,Cell membrane
,,,,,,,,"(0.65234375, 0.77001953, 0.67285156, 0.75585938, 0.78369141) mean: 0.72695313, var: 0.00288061",,,Nucleus,Nucleus
,"(0.44873047, 0.53222656, 0.44848633, 0.57666016, 0.42749023) mean: 0.48671875, var: 0.00331465",,,,,,"(0.51855469, 0.70361328, 0.66796875, 0.73193359, 0.88720703) mean: 0.70185547, var: 0.01400209",,,,"Cytoplasm, Mitochondrion",Mitochondrion
,,,,,,,"(0.93603516, 0.96044922, 0.93896484, 0.98193359, 0.96875000) mean: 0.95722656, var: 0.00030724",,,,Mitochondrion,Mitochondrion
,"(0.58740234, 0.65527344, 0.58447266, 0.60986328, 0.60693359) mean: 0.60878906, var: 0.00064281",,,,,,,"(0.55664062, 0.52929688, 0.60302734, 0.48974609, 0.51562500) mean: 0.53886719, var: 0.00149542",,,"Cytoplasm, Nucleus","Cytoplasm, Cell membrane"
,,,,,,,,,,,nan,Nucleus
,"(0.48388672, 0.64990234, 0.49145508, 0.58642578, 0.42309570) mean: 0.52695312, var: 0.00651094",,,,,,,"(0.66748047, 0.74072266, 0.63671875, 0.64599609, 0.63916016) mean: 0.66601563, var: 0.00151272",,,"Cytoplasm, Nucleus",Nucleus
,"(0.54638672, 0.67968750, 0.62255859, 0.66650391, 0.66210938) mean: 0.63544922, var: 0.00234610",,,,,,,,,,Cytoplasm,Cell membrane
,"(0.52490234, 0.42773438, 0.48022461, 0.40747070, 0.55175781) mean: 0.47841797, var: 0.00302903",,,,,,,"(0.68994141, 0.80419922, 0.79687500, 0.81689453, 0.83886719) mean: 0.78935547, var: 0.00267397",,,"Cytoplasm, Nucleus",Nucleus
,,,"(0.72412109, 0.74951172, 0.82324219, 0.90576172, 0.86914062) mean: 0.81435547, var: 0.00475649",,,,,,,,Extracellular,Golgi apparatus
,,,,,,,,,,,nan,Cytoplasm
,,,,,,,"(0.94238281, 0.94921875, 0.93994141, 0.94335938, 0.95019531) mean: 0.94501953, var: 0.00001598",,,,Mitochondrion,Mitochondrion
,,,,,,,,"(0.72998047, 0.64892578, 0.71142578, 0.67236328, 0.66650391) mean: 0.68583984, var: 0.00090424",,,Nucleus,Nucleus
,,,,,,,"(0.94873047, 0.98535156, 0.94775391, 0.92431641, 0.97167969) mean: 0.95556641, var: 0.00044622",,,,Mitochondrion,Mitochondrion
,,,,,,,"(0.92187500, 0.91748047, 0.93212891, 0.93359375, 0.96533203) mean: 0.93408203, var: 0.00028105",,,,Mitochondrion,"Cytoplasm, Endoplasmic reticulum"
,,"(0.67187500, 0.76562500, 0.67333984, 0.77148438, 0.68212891) mean: 0.71289063, var: 0.00208139",,,,"(0.67773438, 0.74316406, 0.62695312, 0.67675781, 0.62646484) mean: 0.67021484, var: 0.00184132",,,,,"Membrane, Endoplasmic reticulum",Golgi apparatus
,"(0.49316406, 0.47729492, 0.52050781, 0.53564453, 0.49389648) mean: 0.50410156, var: 0.00044130",,,,,,,"(0.60449219, 0.57958984, 0.66992188, 0.64062500, 0.61816406) mean: 0.62255859, var: 0.00095234",,,"Cytoplasm, Nucleus",Nucleus
,"(0.46826172, 0.50585938, 0.51708984, 0.53027344, 0.60693359) mean: 0.52568359, var: 0.00207735",,,,,,,"(0.64501953, 0.64941406, 0.66601562, 0.68457031, 0.59912109) mean: 0.64882812, var: 0.00081171",,,"Cytoplasm, Nucleus",Cytoplasm
"(0.51562500, 0.60693359, 0.49414062, 0.64550781, 0.46264648) mean: 0.54497070, var: 0.00483385","(0.61132812, 0.58203125, 0.60498047, 0.61376953, 0.59814453) mean: 0.60205078, var: 0.00012960",,,,,"(0.60107422, 0.66943359, 0.55419922, 0.64990234, 0.52050781) mean: 0.59902344, var: 0.00314487",,,,,"Membrane, Cytoplasm, Cell membrane",Nucleus
,,,,,,,,,,,nan,Mitochondrion
,"(0.48559570, 0.43676758, 0.49707031, 0.54687500, 0.48925781) mean: 0.49111328, var: 0.00122644",,,,,,,"(0.51220703, 0.57958984, 0.55859375, 0.57568359, 0.74316406) mean: 0.59384765, var: 0.00614733",,,"Cytoplasm, Nucleus",Nucleus
,"(0.51416016, 0.48828125, 0.50195312, 0.51611328, 0.55810547) mean: 0.51572266, var: 0.00054831",,,,,,,,,,Cytoplasm,Nucleus
,,,,,,,,"(0.80615234, 0.85888672, 0.88378906, 0.85156250, 0.82519531) mean: 0.84511719, var: 0.00072836",,,Nucleus,"Cytoplasm, Nucleus"
,,,,,,,,"(0.92431641, 0.94189453, 0.93164062, 0.96923828, 0.92236328) mean: 0.93789062, var: 0.00029263",,,Nucleus,"Cytoplasm, Nucleus"
,"(0.67187500, 0.67919922, 0.66601562, 0.63134766, 0.60693359) mean: 0.65107422, var: 0.00075689",,,,,,,,,,Cytoplasm,"Cell membrane, Endoplasmic reticulum"
"(0.74609375, 0.60986328, 0.72265625, 0.83544922, 0.68994141) mean: 0.72080078, var: 0.00540937",,,,,,"(0.73681641, 0.62939453, 0.73779297, 0.88085938, 0.65917969) mean: 0.72880860, var: 0.00759913",,,,,"Membrane, Cell membrane","Cytoplasm, Cell membrane"
,,,,,,"(0.61669922, 0.70605469, 0.64257812, 0.67138672, 0.71484375) mean: 0.67031250, var: 0.00138105","(0.94873047, 0.95556641, 0.94189453, 0.95410156, 0.94140625) mean: 0.94833984, var: 0.00003504",,,,"Membrane, Mitochondrion",Mitochondrion
,,,"(0.76562500, 0.74853516, 0.79736328, 0.75146484, 0.70800781) mean: 0.75419922, var: 0.00083338",,,,,,,,Extracellular,Cell membrane
,"(0.71337891, 0.72607422, 0.71093750, 0.72558594, 0.69824219) mean: 0.71484375, var: 0.00010691",,,,,,,,,,Cytoplasm,Mitochondrion
"(0.71630859, 0.70263672, 0.64355469, 0.73974609, 0.68066406) mean: 0.69658203, var: 0.00107084",,,,"(0.66210938, 0.74511719, 0.76220703, 0.81738281, 0.71875000) mean: 0.74111328, var: 0.00260395",,"(0.91796875, 0.89404297, 0.88476562, 0.89697266, 0.90087891) mean: 0.89892578, var: 0.00011892",,,,,"Membrane, Cell membrane, Golgi apparatus",Cell membrane
,,,,,,,,"(0.82617188, 0.85351562, 0.84619141, 0.84472656, 0.83203125) mean: 0.84052734, var: 0.00009933",,,Nucleus,Nucleus
,"(0.50585938, 0.52587891, 0.54199219, 0.65576172, 0.60302734) mean: 0.56650391, var: 0.00304598",,,,,,,,,,Cytoplasm,"Nucleus, Cell membrane"
"(0.67724609, 0.69628906, 0.55175781, 0.54736328, 0.69921875) mean: 0.63437500, var: 0.00485453",,,,,,"(0.87890625, 0.93115234, 0.89111328, 0.95361328, 0.91552734) mean: 0.91406250, var: 0.00072422",,,,,"Membrane, Cell membrane",Cell membrane
,,,,,,"(0.52880859, 0.56103516, 0.52734375, 0.52539062, 0.56250000) mean: 0.54101562, var: 0.00028849",,,,,Membrane,Cell membrane
,"(0.52880859, 0.64404297, 0.61279297, 0.63427734, 0.62695312) mean: 0.60937500, var: 0.00172672",,,,,,,,,,Cytoplasm,Nucleus
,"(0.52343750, 0.48706055, 0.52148438, 0.51708984, 0.49682617) mean: 0.50917969, var: 0.00021183",,,,,,,,,,Cytoplasm,Nucleus
,,,,,,"(0.42749023, 0.41577148, 0.54589844, 0.68896484, 0.31420898) mean: 0.47846679, var: 0.01647328",,,,,Membrane,"Cytoplasm, Nucleus"
,,,,,,,,"(0.91210938, 0.90136719, 0.90332031, 0.94628906, 0.85009766) mean: 0.90263672, var: 0.00095154",,,Nucleus,Nucleus
,"(0.56103516, 0.59619141, 0.64160156, 0.68945312, 0.46972656) mean: 0.59160156, var: 0.00557676",,,,"(0.57910156, 0.66650391, 0.76708984, 0.75781250, 0.55224609) mean: 0.66455078, var: 0.00782595","(0.76318359, 0.48999023, 0.72753906, 0.66796875, 0.55371094) mean: 0.64047851, var: 0.01071342",,,,,"Membrane, Cytoplasm, Lysosome/Vacuole",Cell membrane
,"(0.63183594, 0.65136719, 0.57324219, 0.73144531, 0.61572266) mean: 0.64072266, var: 0.00272030",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,,,,,,,,"(0.82861328, 0.87451172, 0.81152344, 0.86474609, 0.85449219) mean: 0.84677734, var: 0.00054487",,,Nucleus,Nucleus
,"(0.64550781, 0.55615234, 0.62597656, 0.57812500, 0.61083984) mean: 0.60332031, var: 0.00104185",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.70019531, 0.60253906, 0.58056641, 0.65917969, 0.57568359) mean: 0.62363281, var: 0.00234484",,,,,,,"(0.52050781, 0.74462891, 0.72607422, 0.68408203, 0.67968750) mean: 0.67099609, var: 0.00626978",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,"(0.70117188, 0.77246094, 0.77197266, 0.58593750, 0.64746094) mean: 0.69580078, var: 0.00522289",,,,Mitochondrion,Mitochondrion
,,,,,,,"(0.92871094, 0.95410156, 0.89990234, 0.93603516, 0.94091797) mean: 0.93193359, var: 0.00032507",,,,Mitochondrion,Mitochondrion
,"(0.42578125, 0.46826172, 0.50585938, 0.49658203, 0.48779297) mean: 0.47685547, var: 0.00080648",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,,,,,,"(0.58154297, 0.59619141, 0.51269531, 0.57421875, 0.60351562) mean: 0.57363281, var: 0.00103563",,,,,Membrane,Nucleus
,,,"(0.76660156, 0.68896484, 0.81591797, 0.84179688, 0.85693359) mean: 0.79404297, var: 0.00370173",,,,,,,,Extracellular,Endoplasmic reticulum
,"(0.59960938, 0.66699219, 0.62402344, 0.59960938, 0.66015625) mean: 0.63007813, var: 0.00083214",,,,,,,"(0.59814453, 0.59619141, 0.58105469, 0.53173828, 0.45776367) mean: 0.55297852, var: 0.00284252",,,"Cytoplasm, Nucleus",Cytoplasm
,,,,,,,,"(0.84033203, 0.87451172, 0.85400391, 0.82470703, 0.90234375) mean: 0.85917969, var: 0.00073372",,,Nucleus,Nucleus
,"(0.57177734, 0.62109375, 0.58935547, 0.62597656, 0.66162109) mean: 0.61396484, var: 0.00097033",,,,,,,"(0.74511719, 0.64355469, 0.78125000, 0.72802734, 0.75292969) mean: 0.73017578, var: 0.00217148",,,"Cytoplasm, Nucleus",Nucleus
,"(0.64697266, 0.55957031, 0.56738281, 0.68652344, 0.45312500) mean: 0.58271484, var: 0.00649391",,,,,,,"(0.65673828, 0.75390625, 0.67724609, 0.62744141, 0.63818359) mean: 0.67070312, var: 0.00201794",,,"Cytoplasm, Nucleus",Nucleus
,"(0.62890625, 0.68603516, 0.64257812, 0.65576172, 0.62158203) mean: 0.64697266, var: 0.00051870",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,,,,,,,,"(0.91796875, 0.93261719, 0.86230469, 0.94873047, 0.91113281) mean: 0.91455078, var: 0.00084953",,,Nucleus,Nucleus
,,"(0.67089844, 0.73193359, 0.73730469, 0.66992188, 0.77929688) mean: 0.71787110, var: 0.00177082",,,,"(0.85888672, 0.89746094, 0.90625000, 0.91601562, 0.89941406) mean: 0.89560547, var: 0.00037922",,,,,"Membrane, Endoplasmic reticulum",Golgi apparatus
,"(0.55712891, 0.64501953, 0.46362305, 0.51123047, 0.58349609) mean: 0.55209961, var: 0.00382871",,,,,,,,,,Cytoplasm,Endoplasmic reticulum
,,,,,,,"(0.95800781, 0.96630859, 0.96191406, 0.94970703, 0.95507812) mean: 0.95820312, var: 0.00003229",,,,Mitochondrion,Mitochondrion
"(0.58007812, 0.56054688, 0.60302734, 0.71142578, 0.49804688) mean: 0.59062500, var: 0.00486666",,,,,,"(0.82958984, 0.84228516, 0.86376953, 0.82666016, 0.76757812) mean: 0.82597656, var: 0.00102364",,,,,"Membrane, Cell membrane",Cytoplasm
,,,,,,,,"(0.83984375, 0.86621094, 0.87255859, 0.85156250, 0.84179688) mean: 0.85439453, var: 0.00016960",,,Nucleus,"Cytoplasm, Nucleus"
,,,,,,,,,,,nan,Nucleus
,"(0.50195312, 0.54052734, 0.49780273, 0.54248047, 0.70263672) mean: 0.55708008, var: 0.00564533",,,,,,,,,,Cytoplasm,Nucleus
,,,,,,,,"(0.84130859, 0.87402344, 0.78808594, 0.80322266, 0.81347656) mean: 0.82402344, var: 0.00092684",,,Nucleus,Nucleus
,,,,,,,,"(0.64160156, 0.58984375, 0.58789062, 0.60351562, 0.60009766) mean: 0.60458984, var: 0.00037750",,,Nucleus,"Cytoplasm, Nucleus, Mitochondrion"
,,,,,,,"(0.78125000, 0.75976562, 0.76806641, 0.73925781, 0.79785156) mean: 0.76923828, var: 0.00039059",,,,Mitochondrion,Mitochondrion
,,,,,,,,"(0.76123047, 0.78173828, 0.70507812, 0.78710938, 0.73095703) mean: 0.75322266, var: 0.00096785",,,Nucleus,Nucleus
,"(0.52490234, 0.69335938, 0.61767578, 0.66552734, 0.75146484) mean: 0.65058594, var: 0.00582176",,,,,,,,,,Cytoplasm,Nucleus
,,,,,,,"(0.71630859, 0.59179688, 0.75244141, 0.74218750, 0.64453125) mean: 0.68945313, var: 0.00380487",,,,Mitochondrion,Nucleus
,"(0.68701172, 0.76611328, 0.71240234, 0.75244141, 0.71679688) mean: 0.72695313, var: 0.00081867",,,,,,,,,,Cytoplasm,Nucleus
,"(0.50146484, 0.55126953, 0.51660156, 0.56298828, 0.57812500) mean: 0.54208984, var: 0.00082392",,,,,,,,,,Cytoplasm,Cell membrane
,"(0.52685547, 0.52001953, 0.51416016, 0.61474609, 0.50244141) mean: 0.53564453, var: 0.00162849",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.46557617, 0.52929688, 0.50732422, 0.64697266, 0.49755859) mean: 0.52934570, var: 0.00387960",,,,,,,"(0.54248047, 0.47338867, 0.60839844, 0.52783203, 0.53710938) mean: 0.53784180, var: 0.00185094",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus, Cell membrane"
,"(0.49829102, 0.53564453, 0.53955078, 0.56005859, 0.56835938) mean: 0.54038086, var: 0.00059294",,,,"(0.56689453, 0.55712891, 0.62646484, 0.62792969, 0.79101562) mean: 0.63388672, var: 0.00703196",,,,,,"Cytoplasm, Lysosome/Vacuole",Nucleus
,,,,,,,,"(0.91650391, 0.91503906, 0.91650391, 0.87988281, 0.88037109) mean: 0.90166016, var: 0.00030943",,,Nucleus,Nucleus
,"(0.52050781, 0.54052734, 0.47094727, 0.59912109, 0.56250000) mean: 0.53872070, var: 0.00182837",,,,,,,"(0.66845703, 0.70556641, 0.62109375, 0.65576172, 0.63964844) mean: 0.65810547, var: 0.00081514",,,"Cytoplasm, Nucleus",Nucleus
,,,"(0.66015625, 0.76416016, 0.78906250, 0.79492188, 0.79052734) mean: 0.75976563, var: 0.00259638",,,,,,,,Extracellular,Nucleus
,"(0.67333984, 0.57470703, 0.54638672, 0.57910156, 0.68212891) mean: 0.61113281, var: 0.00309101",,,,,,,"(0.61962891, 0.73193359, 0.73046875, 0.71093750, 0.49023438) mean: 0.65664063, var: 0.00862574",,,"Cytoplasm, Nucleus",Cytoplasm
,"(0.53222656, 0.50146484, 0.54199219, 0.50488281, 0.58300781) mean: 0.53271484, var: 0.00087337",,,,,,"(0.66503906, 0.62158203, 0.63378906, 0.73779297, 0.63769531) mean: 0.65917969, var: 0.00174685","(0.61865234, 0.70312500, 0.57910156, 0.63330078, 0.61083984) mean: 0.62900390, var: 0.00168795",,,"Cytoplasm, Nucleus, Mitochondrion",Cytoplasm
,,,,,,,"(0.94238281, 0.94580078, 0.94726562, 0.94677734, 0.95605469) mean: 0.94765625, var: 0.00002054",,,,Mitochondrion,Mitochondrion
,,,,,,"(0.73681641, 0.79248047, 0.69921875, 0.78955078, 0.81347656) mean: 0.76630859, var: 0.00176416","(0.78857422, 0.81152344, 0.82128906, 0.86328125, 0.84521484) mean: 0.82597656, var: 0.00067831",,,,"Membrane, Mitochondrion",Mitochondrion
,"(0.46777344, 0.46508789, 0.46093750, 0.46337891, 0.51611328) mean: 0.47465820, var: 0.00043460",,,,,,,"(0.58105469, 0.59912109, 0.57226562, 0.54345703, 0.52783203) mean: 0.56474609, var: 0.00066401",,,"Cytoplasm, Nucleus",Mitochondrion
"(0.82226562, 0.84375000, 0.78710938, 0.77099609, 0.83105469) mean: 0.81103516, var: 0.00075455",,,,,,"(0.83691406, 0.86865234, 0.82080078, 0.73583984, 0.81103516) mean: 0.81464844, var: 0.00193478",,,,,"Membrane, Cell membrane",Cell membrane
,"(0.55419922, 0.46679688, 0.44799805, 0.50976562, 0.53955078) mean: 0.50366211, var: 0.00166736",,,,,,,"(0.87158203, 0.77490234, 0.88183594, 0.77197266, 0.84423828) mean: 0.82890625, var: 0.00220314",,,"Cytoplasm, Nucleus",Nucleus
,"(0.78076172, 0.78222656, 0.81396484, 0.69628906, 0.68261719) mean: 0.75117187, var: 0.00269896",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,"(0.67480469, 0.69091797, 0.69531250, 0.71826172, 0.70361328) mean: 0.69658203, var: 0.00020548",,,,,,,,,,Cytoplasm,"Cytoplasm, Nucleus"
,,,,,,,,"(0.57275391, 0.71679688, 0.63476562, 0.81152344, 0.60253906) mean: 0.66767578, var: 0.00748821",,,Nucleus,"Cytoplasm, Nucleus"
,"(0.89306641, 0.86376953, 0.86279297, 0.85839844, 0.75146484) mean: 0.84589844, var: 0.00238071",,,,,,,,,,Cytoplasm,Cytoplasm
,,,,,,,,"(0.90332031, 0.90283203, 0.83837891, 0.87890625, 0.89892578) mean: 0.88447266, var: 0.00061136",,,Nucleus,Nucleus
,"(0.64062500, 0.64746094, 0.63378906, 0.64648438, 0.63769531) mean: 0.64121094, var: 0.00002693",,,,,,,,,,Cytoplasm,Cell membrane
,"(0.68017578, 0.74316406, 0.67187500, 0.65380859, 0.69580078) mean: 0.68896484, var: 0.00091791",,,,,,,"(0.63720703, 0.67089844, 0.58251953, 0.66015625, 0.60644531) mean: 0.63144531, var: 0.00108656",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,"(0.83105469, 0.83105469, 0.73583984, 0.85693359, 0.81542969) mean: 0.81406250, var: 0.00170721",,,,,Membrane,"Endoplasmic reticulum, Golgi apparatus"
,,,,,,,,"(0.61523438, 0.66796875, 0.68652344, 0.72509766, 0.71679688) mean: 0.68232422, var: 0.00154854",,,Nucleus,Nucleus
,"(0.59033203, 0.60107422, 0.54248047, 0.64746094, 0.59521484) mean: 0.59531250, var: 0.00111374",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.57568359, 0.54931641, 0.56103516, 0.59326172, 0.55419922) mean: 0.56669922, var: 0.00025536",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.56494141, 0.63232422, 0.56884766, 0.56152344, 0.60742188) mean: 0.58701172, var: 0.00078730",,,,,,,"(0.52734375, 0.64746094, 0.61523438, 0.60449219, 0.65966797) mean: 0.61083985, var: 0.00215130",,,"Cytoplasm, Nucleus",Mitochondrion
,"(0.60253906, 0.59277344, 0.55761719, 0.64111328, 0.61962891) mean: 0.60273438, var: 0.00077864",,,,,,,,,,Cytoplasm,Endoplasmic reticulum
,"(0.68310547, 0.71093750, 0.68505859, 0.69042969, 0.66455078) mean: 0.68681641, var: 0.00022150",,,,,,,,,,Cytoplasm,Nucleus
,"(0.60791016, 0.57080078, 0.54687500, 0.62744141, 0.56396484) mean: 0.58339844, var: 0.00088219",,,,,,,"(0.69726562, 0.71679688, 0.65869141, 0.70751953, 0.69873047) mean: 0.69580078, var: 0.00039320",,,"Cytoplasm, Nucleus",Nucleus
,,,,,,,,"(0.85156250, 0.84814453, 0.86718750, 0.91796875, 0.85644531) mean: 0.86826172, var: 0.00065903",,,Nucleus,Nucleus
,"(0.58398438, 0.56152344, 0.53564453, 0.52050781, 0.60156250) mean: 0.56064453, var: 0.00089115",,,,,,,,,,Cytoplasm,Nucleus
,,,,,,,,"(0.82470703, 0.77734375, 0.81982422, 0.83886719, 0.76562500) mean: 0.80527344, var: 0.00081400",,,Nucleus,"Nucleus, Cell membrane"
,"(0.74169922, 0.71484375, 0.73681641, 0.77197266, 0.81787109) mean: 0.75664063, var: 0.00126949",,,,,,,,,,Cytoplasm,"Cytoplasm, Endoplasmic reticulum"
,"(0.86865234, 0.78808594, 0.82080078, 0.82080078, 0.80957031) mean: 0.82158203, var: 0.00069662",,,,,,,,,,Cytoplasm,Cytoplasm
,"(0.60937500, 0.61914062, 0.60742188, 0.66748047, 0.61474609) mean: 0.62363281, var: 0.00049757",,,,,,,,,,Cytoplasm,Nucleus
,"(0.68750000, 0.69775391, 0.72021484, 0.72070312, 0.73583984) mean: 0.71240234, var: 0.00030279",,,,,,,"(0.54882812, 0.49340820, 0.60791016, 0.51025391, 0.55273438) mean: 0.54262695, var: 0.00157460",,,"Cytoplasm, Nucleus","Cytoplasm, Nucleus"
,,,,,,,,"(0.52001953, 0.59667969, 0.61865234, 0.49853516, 0.59570312) mean: 0.56591797, var: 0.00225229",,,Nucleus,Cytoplasm
,"(0.82568359, 0.77783203, 0.76757812, 0.78027344, 0.75000000) mean: 0.78027344, var: 0.00062914",,,,,,,,,,Cytoplasm,"Cytoplasm, Cell membrane"
,,,,,,,,"(0.85937500, 0.74902344, 0.81054688, 0.90429688, 0.91259766) mean: 0.84716797, var: 0.00373344",,,Nucleus,Nucleus
,"(0.41430664, 0.52099609, 0.49853516, 0.52294922, 0.60400391) mean: 0.51215820, var: 0.00367814",,,,,,,"(0.77539062, 0.68164062, 0.73291016, 0.61474609, 0.73193359) mean: 0.70732422, var: 0.00302473",,,"Cytoplasm, Nucleus",Nucleus
"(0.78613281, 0.79003906, 0.72070312, 0.72753906, 0.73046875) mean: 0.75097656, var: 0.00092964",,,,,"(0.55322266, 0.61865234, 0.59277344, 0.62939453, 0.66943359) mean: 0.61269531, var: 0.00149349","(0.80908203, 0.80712891, 0.74169922, 0.76757812, 0.75683594) mean: 0.77646484, var: 0.00073542",,,,,"Membrane, Cell membrane, Lysosome/Vacuole",Cell membrane
,"(0.59716797, 0.60253906, 0.58203125, 0.63330078, 0.61425781) mean: 0.60585937, var: 0.00029558",,,,,,,,,,Cytoplasm,Cell membrane
,,,,,,,"(0.91748047, 0.83544922, 0.91064453, 0.92382812, 0.94335938) mean: 0.90615234, var: 0.00136885",,,,Mitochondrion,Mitochondrion
,,,,,,,"(0.64306641, 0.70556641, 0.71484375, 0.72802734, 0.73193359) mean: 0.70468750, var: 0.00103764",,,,Mitochondrion,Mitochondrion
,"(0.54882812, 0.50341797, 0.48828125, 0.51660156, 0.50195312) mean: 0.51181640, var: 0.00042290",,,,,,,"(0.52392578, 0.56982422, 0.56591797, 0.58447266, 0.59960938) mean: 0.56875000, var: 0.00064358",,,"Cytoplasm, Nucleus","Nucleus, Cell membrane"
